Gradient	1.0	3.0	4.0	4.0	5.0	7.0	9.0	10.0	12.0	14.0	15.0	15.0	17.0	18.0	20.0
OTU8	0.0	0.0	0.0	0.00824317362184	0.0749945339261	0.151618312078	0.166282836957	0.100811584978	0.0436646354276	0.0262629094818	0.0131914059949	0.00771661644742	0.000517777010701	0.000753863550697	0.0
OTU9	0.07455510907	0.0803265306122	0.0948553054662	0.104732464856	0.0749945339261	0.122605558661	0.126663804208	0.100373965627	0.129943265392	0.144960044862	0.13308953177	0.18916734034	0.110027614774	0.0775725593668	0.0741327300151
OTU6	0.0	0.0	0.000765579543715	0.0080223743284	0.130384082793	0.180377013363	0.167336742262	0.199713558243	0.19537718008	0.183793635217	0.162411023314	0.0621003895054	0.0598895409044	0.0707124010554	0.0394419306184
OTU7	0.0640068886338	0.0468571428571	0.0553514010106	0.0671965849709	0.105750309744	0.130887658147	0.205472500878	0.209898154042	0.156419415844	0.200102808542	0.0678508456867	0.00903946498126	0.0	0.000376931775349	0.000603318250377
OTU4	0.050803673938	0.0435918367347	0.0581074873679	0.0741149628321	0.106333357627	0.0991819521366	0.0830633514189	0.0982256524507	0.120991805001	0.151969718211	0.231567948802	0.298081869626	0.367880566103	0.351149641915	0.375414781297
OTU5	0.06651836969	0.0683265306122	0.111085591793	0.0997276808714	0.106260476642	0.0465423504903	0.0409461727624	0.0591581795035	0.148098339987	0.0634141782326	0.055769607523	0.103476151981	0.0501380738695	0.100866943083	0.0999245852187
OTU2	0.380309988519	0.384326530612	0.352243148063	0.304997424008	0.257707164201	0.15542909405	0.12221398181	0.13068905156	0.0836730405547	0.0759381279499	0.103441520277	0.0443889174689	0.0434069727304	0.0450810403317	0.0350678733032
OTU3	0.363805970149	0.375755102041	0.323380799265	0.295871053213	0.0368777785876	0.0221025354403	0.00398142003981	0.00183004455761	0.00235343559571	0.00471984672181	0.00208972768236	0.000587932681708	0.0	0.0	0.0
OTU1	0.0	0.000816326530612	0.00421068749043	0.0370942812983	0.106697762554	0.0912555256339	0.0840391896639	0.0992998090388	0.119478882118	0.148838730782	0.230588388951	0.285441316969	0.368139454608	0.353486618922	0.375414781297
